Encounter,Year ,Month,Date,Manta Individual,Ided by,Name,ID Shot?,Sex,Age Class,Pigmentation,Latitude,Longitude,Time Observed,Water Depth (ft),Water Depth (m),Water Temperature (°F),Water Temperature (°C),Dissolved Oxygen (mg/L),Salinity (ppt),Habitat,Disc Width (ft),Disc Width (m),How Disc Width Measured,Encounter Length (minutes),Behavioral Index,Behavior,Feeding,Somersault/Barrel Roll,Travel Direction,Tide,Within 1 km of inlet,Tide Chart Used,Distance to Closest Inlet (km),Which Inlet,Distance to Closest Pier/Jetty,Which Pier,Within 1 km of Pier or Inlet,New Fishing Gear,Fishing Gear Location,Old Fishing Gear Present,2nd Fishing Gear Location,New Injury?,Injury Location,Injury Cause,Recent?,More Injuries?,Associated Species Analysis,Acoustic Tag,Satellite Tag,Genetic Sample,Mucous Sample,Zooplankton Sample,Dorsal Photo,Ventral Photo,Adopted/Named By,Notes,MM Encounter,Verfied,Resting T/F,Feeding T/F
391,2021,Dec,12/9/2021,88,FMP Survey,Nemo,Yes,Male,Immature,Normal,26.551920,-80.039050,9:56,14,4.27,77.4,25.22,,,Sand,,,Not Estimated,208,1,Traveling,N/A,N/A,South,Flood,Yes,BBI,0.8,BBI,0.8,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,No,Yes,,Found Manta 88 at 9:56 with drone traveling south. AM and JC got in but Nemo very skittish. On 2nd attempt flashed JC for a bit. Left at 10:23. Saw Manta 88 again at 13:24 south of BBI.,0e672d4a-1787-413a-82da-9eb04ebebc5e,VF 9/29/22,0,0
392,2021,Dec,12/9/2021,125,FMP Survey,,Yes,Male,Immature,Normal,26.533810,-80.042680,10:49,18.3,5.58,77.1,25.06,,,Sand,8,2.4,Field Estimation,11,1,Feeding ,Bottom,No,None,Flood,No,BBI,1.2,BBI,1.2,BBI,Yes,No,N/A,N/A,N/A,Yes,Tail,Unknown,Healed,No,Yes,No,No,No,No,No,Yes,Yes,,Found Manta 125 at 10:49. JP and AM got in and got ID shot. Manta feeding on bottom. JP got ID fairly easily but manta pretty skittish. Tail is truncated. Left at 11:00. JP estimated DW at 8 ft.,48a8a0c9-bdce-4cc0-8fbb-22715891fb31,VF 9/29/22,0,0
393,2021,Dec,12/9/2021,59,FMP Survey,Hugo,Yes,Male,Immature,Normal,26.545540,-80.045980,11:06,12,3.66,77.1,25.06,,,Sand ,9.35,2.9,Drone Estimation,184,2,Resting,N/A,N/A,None,Flood,Yes,BBI,0,BBI,0,BBI,Yes,No,N/A,Yes,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,"Found Manta 59 resting in mudpit at 11:06. Manta resting next to seawall, near boundary of clear/muddy water. AM and JC got in and manta very relaxed. JC pull hook and line off manta- hook in top of mouth. Hugo then swam into inlet. Didn't record what time we left him. Saw again at 13:41 and 14:10.",b2a58050-c8db-4bb3-bdd1-d41d7a945ad3,VF 9/29/22,1,0
394,2021,Dec,12/9/2021,117,FMP Survey,Larry Lee,Yes,Female,Unknown,Normal,26.547180,-80.039970,11:45,9.6,2.93,77.8,25.44,5.7,36.1,Sand,,,Not Estimated,108,1,Traveling,N/A,N/A,Not recorded,Flood,Yes,BBI,0.3,BBI,0.3,BBI,Yes,No,N/A,No,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,"Found Manta 117 at 11:45. Manta was skittish and traveling (direction not recorded). Did not notice if fishing line was still present. Left at 11:55. Found again at 13:31, left at 13:33.",769a7bdf-49c1-40f2-a515-86695e0b3387,VF 9/30/22,0,0
395,2021,Dec,12/9/2021,94,FMP Survey,,Yes,Male,Immature,Normal,26.546170,-80.039930,12:45,9.9,3.02,77.6,25.33,5.7,36.1,Sand,9,2.7,Field Estimation,32,2,Traveling,N/A,N/A,Not recorded,Flood,Yes,BBI,0.2,BBI,0.2,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,Yes,No,No,No,Yes,Yes,,"Found Manta 94 at 12:45. AM got first ID shot, manta skittish and left at 12:49. Found again at 13:04 and JP got in and manta was extremely relaxed. Told AM to get in with tag and AM applied tag to right dorsum (higher than we usually tag). Serial # 20P2703, PTT ID: 70635. Manta allowed JP to pull on tag and tag was set well.  Left at 13:17.",26e63cbc-ffba-460d-9989-fd938ec96efd,VF 9/30/22,0,0
396,2021,Dec,12/9/2021,78,FMP Survey,Sasquatch,Yes,Male,Immature,Normal,26.542930,-80.041870,13:35,11.3,3.45,77.7,25.39,,,Sand,,,Not Estimated,3,2,Feeding ,Bottom,No,North,High,Yes,BBI,0.3,BBI,0.3,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,Yes,Yes,Yes,,"Found Manta 78 at 13:35. JP and AM got in. JP recognized 78 by notches on right pectoral fin. AM had trouble with camera focus but said one single blotch on ventral- she got one not great vetnral shot. Manta too close to inlet to attempt another ID shot. 08/22 VF classified behavior as feeding, AM got dorsal photo of Manta 78 bottom feeding.",14d7773f-c926-4e41-b137-d3eff1e86a58,VF 9/30/22,0,0
397,2021,Dec,12/9/2021,93,FMP Survey,Nova,Yes,Female,Unknown,Normal,26.545940,-80.040650,13:51,8.6,2.62,77.7,25.39,,,Sand,,,Not Estimated,7,2,Not recorded,N/A,N/A,Not Recorded,High,Yes,BBI,0.2,BBI,0.2,BBI,Yes,No,N/A,N/A,N/A,Yes,Ventral,Fishing Line,Recent,No,Yes,No,No,No,No,No,Yes,Yes,,We found Manta 93 at 13:51 just N of BBI. JP got ID shot and then called everyone to come in. AM and Ivy took photos. JP got distracted by Mobula hypostomas that were swimming by. Left at 13:58.,ec6f5d76-84c6-4db0-aece-ccbb53abebaf,VF 9/30/22,0,0
398,2021,Dec,12/9/2021,64,FMP Survey,Skye,Yes,Male,Immature,Normal,26.541270,-80.038910,14:14,20.6,6.28,77.7,25.39,5.81,36.3,Sand,,,Not Estimated,31,Not Recorded,Feeding ,Bottom,No,None,High,Yes,BBI,0.6,BBI,0.6,BBI,Yes,No,N/A,Yes,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,Yes,Yes,Yes,,Found Manta 64 bottom feeding with 4 other mantas at 14:14. AM and JC got in with cameras. AM got shot so Skye and tried to remove hook from upper jaw (first seen on 12/5/21). He was calm and relaxed at first but eventually freaked out and smacked his fin on the surface. He has new symmetrical scars on the trailing edge of each pectoral fin- likely from fishing line. Left feeding mants at 14:45. Took YSI measurements at 4m.,8a1b5b8a-2089-4cbf-92ca-f63bc3203f6d,VF 9/30/22,0,0
399,2021,Dec,12/9/2021,35,FMP Survey,Hermione,Yes,Female,Unknown,Normal,26.541270,-80.038910,14:14,20.6,6.28,77.7,25.39,5.81,36.3,Sand,,,Not Estimated,31,Not Recorded,Feeding ,Bottom,No,None,High,Yes,BBI,0.6,BBI,0.6,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,Yes,No,Yes,,Found Manta 35 bottom feeding with 4 other mantas at 14:14. AM got one ventral photo. No dorsal photos. First time we've seen her since 2018! Left at 14:45.,80516da9-e3cb-482b-b298-5953a5d7b398,VF 9/30/22,0,0
401,2021,Dec,12/10/2021,64,FMP Survey,Skye,Yes,Male,Immature,Normal,26.567930,-80.037300,10:09,10.6,3.23,77.1,25.06,,,Sand,9,2.7,Field Estimation,136,2,Traveling,N/A,N/A,North,Low,No,BBI,2.6,BBI,2.6,BBI,No,No,N/A,Yes,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,Found Manta 64 traveling north at 10:09 without drone while running down to BBI. VF and SY got ID shot. VF tried to remove hook from mouth. Skye initially extremely relaxed but then freaked out and swam away. Left at 10:08 still traveling north. Found Manta 64 again at 12:25 with Manta 35.,858405b2-583a-4ae2-a4cf-301323a0d83f,VF 9/30/22,0,0
402,2021,Dec,12/10/2021,59,FMP Survey,Hugo,Yes,Male,Immature,Normal,26.546250,-80.048030,11:05,10.7,3.26,77.2,25.11,6.22,36.6,Hardbottom,10,3,Field Estimation,120,2,Resting,N/A,N/A,None,Flood,Yes,BBI,0,BBI,0,BBI,Yes,No,N/A,Yes,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,"Found Manta 59 with drone resting in western portion of inlet at 11:05. Since manta was on border of inlet- VF was able to get ID shot. Manta very chill. VF estimated DW at 10'. Left at 11:14. Found again at 13:12, left at 13:15. Manta 59 still has fishing hook in upper left jaw from 11/28/21.",dfc60215-bad4-416c-8825-2139c717fa06,VF 9/30/22,1,0
403,2021,Dec,12/10/2021,88,FMP Survey,Nemo,Yes,Male,Immature,Normal,26.550420,-80.038960,11:21,14.6,4.45,77.3,25.17,6.22,36.6,Sand,,,Not Estimated,4,2,Traveling,N/A,N/A,South,Flood,Yes,BBI,0.6,BBI,0.6,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,Found Manta 88 at 11:21 traveling south. Manta fairly chill. SY and EB got ID shot pretty easily. Left at 11:25.,92a36723-10be-4f7d-b909-07732383f159,VF 9/30/22,0,0
404,2021,Dec,12/10/2021,35,FMP Survey,Hermione,Yes,Female,Unknown,Normal,26.549740,-80.039230,11:25,12.3,3.75,77.3,25.17,6.22,36.6,Sand,10,3,Field Estimation,172,3,Traveling,N/A,N/A,South,Flood,Yes,BBI,0.5,BBI,0.5,BBI,Yes,No,N/A,N/A,N/A,Yes,Dorsal,Propellor,Healed,No,Yes,No,No,No,No,No,Yes,Yes,,"Found Manta 35 traveling south at 11:25. She was extremely calm and relaxed. Everyone able to get in. Manta 64 swam by at 11:40. Saw again at 12:25-12:41- swam through a school of tarpon. JP estimated DW at 10'. Size estimation with VF holding arms out (wingspan 1.72 m) above manta measured 2.83 m. Saw again at 14:13 traveling north along beach, left at 14:17.",35e89cf5-cbca-46da-9f23-fe2b1c4c54ab,VF 9/30/22,0,0
405,2021,Dec,12/10/2021,78,FMP Survey,Sasquatch,Yes,Male,Immature,Normal,26.549740,-80.039230,11:40,12.3,3.75,77.3,25.17,6.22,36.6,Sand,,,Not Estimated,77,2,Traveling,N/A,N/A,Not Recorded,Flood,Yes,BBI,0.5,BBI,0.5,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,Found Manta 78 with Manta 35 at 11:36. SY got ID shot and was pretty chill. Then saw again at 12:53.,80a1a932-56b8-441c-b889-19138301dce2,VF 9/30/22,0,0
406,2021,Dec,12/10/2021,93,FMP Survey,Nova,Yes,Female,Unknown,Normal,26.546290,-80.040300,12:09,10,3.05,77.4,25.22,6.22,36.6,Sand,,0,,16,2,Not recorded,,,Not Recorded,Flood,Yes,BBI,0.2,BBI,0.2,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,Found Manta 93 while ZP sampling at 12:09. Everyone got in with her and she was relaxed as usual. Left at 12:25 when Skye and Hermione swam by.,bd66fd71-dcca-4f44-ac05-a48b9313d6aa,VF 9/30/22,0,0
407,2021,Dec,12/10/2021,117,FMP Survey,Larry Lee,Yes,Female,Unknown,Normal,26.543890,-80.038900,13:01,12.6,3.84,77.3,25.17,6.22,36.6,Sand,7,2.1,Field Estimation,61,1,Feeding ,Bottom,No,East,Flood,Yes,BBI,0.4,BBI,0.4,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,No,Yes,,Found Manta 117 heading east at 13:01. VF got quick ID shot. Manta skittish. Left 13:06. Found again feeding on bottom at 14:02.,6ef7779e-22fb-4406-8507-c20b11164b4f,VF 9/30/22,0,0
408,2021,Dec,12/12/2021,114,FMP Survey,Pongo,Yes,Male,Immature,Normal,26.541550,-80.039270,10:03,15.5,4.73,77,25,,,Sand,7.87,2.4,Field Estimation,217,2,Unclear,N/A,N/A,North,Ebb,Yes,BBI,0.5,BBI,0.5,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,Yes,No,No,Yes,Yes,,"Found Manta with drone at 10:03 east of BBI. BT got ID shot. Skittish at first but then chilled out. BT thought Pongo might be feeding. BT got genetic sample (#14) on right side. Sample site bled. Left at 10:16. Found again at 13:27 nearshore- manta traveling north along shore in shallow water. BT got in with manta, left at 13:40.",804d98a9-816a-4b9b-b556-bcda1627088f,VF 10/1/22,0,0
409,2021,Dec,12/12/2021,118,FMP Survey,Maite,Yes,Female,Unknown,Normal,26.542370,-80.039440,10:25,10.6,3.23,77.2,25.11,,,Sand,10,3,Field Estimation,25,3,Unclear,N/A,N/A,Not Recorded,Low,Yes,BBI,0.4,BBI,0.4,BBI,Yes,Yes,Anterior Dorsal,N/A,N/A,Yes,Pectoral fin,Fishing Line,Recent,,Yes,No,Yes,No,No,No,Yes,Yes,,"Found Manta 118 at 10:25 with drone. At first very skittish, but then began upside down swimming. BT, EB and CP in water. BT attempted to cut sat tag off once, with Z knife. On second attempt, didn't cut tether but pulled tag all the way out. Injury from Domieir head not bad at all (not bleeding).  Manta also had fishing hook in upper jaw with mono with swivel and weight hanging off. BT was unable to remove. BT dove and tried to remove hook- manta ran into EB and freaked out, fin slapping the surface. Left at 10:50. VF 06/05/23 Manta has recent fishing hook injury on medial leading edge of left pectoral fin.",7e366b25-3e2d-4782-8191-29a62b84c4b6,VF 10/1/22,0,0
410,2021,Dec,12/12/2021,35,FMP Survey,Hermione,Yes,Female,Unknown,Normal,26.545120,-80.035300,11:03,36.1,11.01,77.6,25.33,,,Sand,11,3.4,Field Estimation,28,3,Unclear,N/A,N/A,East,Low,Yes,BBI,0.7,BBI,0.7,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,Yes,No,No,Yes,Yes,,"Found Manta 35 out east by rock pile swimming over bottom in ~40ft. Not feeding just ""chilling"" per BT. Swimming circles on bottom then would come 10 ft off bottom and then glide back down. BT got genetic sample (#15) on right side. Didn't react much. Manta super friendly as always. Left going east at 11:31. BT estimated DW at 11 ft.",4aebfe7e-3fac-4079-8f78-9d69ff8ca55b,VF 10/1/22,0,0
411,2021,Dec,12/12/2021,42,FMP Survey,Jett,Yes,Male,Immature,Normal,26.554500,-80.039790,11:50,8.5,2.59,77.8,25.44,,,Sand,9.35,2.9,Drone Estimation,24,2,Traveling,N/A,N/A,North,Low,No,BBI,1.1,BBI,1.1,BBI,No,No,N/A,N/A,N/A,Yes,Dorsal,Unknown,Healed,,Yes,No,No,No,No,No,Yes,Yes,,Found Manta 42 at 11:50 traveling North along shore. JP got in and got ID shot fairly easily. BT got in with camera. Manta is missing tail (we've previously recorded this) and dorsal fin is damaged (have not recorded this before). JP thought he was swimming strangely (a little uneven). Left at 12:14.,381e8b81-b65c-49e0-a950-38dfe6c6fef9,VF 10/1/22,0,0
412,2021,Dec,12/12/2021,93,FMP Survey,Nova,Yes,Female,Unknown,Normal,26.567560,-80.037160,12:17,11.5,3.51,79.16,26.2,6.51,36.3,Sand,,,Not Estimated,23,2,Traveling,N/A,N/A,South,Low,No,BBI,2.5,BBI,2.5,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,Found Manta 93 north of BBI at 12:17 traveling south. Super relaxed and everyone got in.  YSI measurement at 2m. Left at 12:40.,6905dd91-6ddf-4994-a422-f56aae49c1b8,VF 10/1/22,0,0
413,2021,Dec,12/12/2021,78,FMP Survey,Sasquatch,Yes,Male,Immature,Normal,26.556680,-80.036220,12:48,26.1,7.96,78.3,25.72,,,Sand,,,Field Estimation,4,2,Feeding ,Bottom,No,None,Flood,No,BBI,1.4,BBI,1.4,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,No,,"Found Manta 78 out east feeding on bottom with Manta 121 at 12:48. JP unable to dive down and get ID shot, but could identify based on right pectoral fin scars. ",859ae3b2-b601-47c4-88aa-2fae23ae3909,VF 10/1/22,0,0
414,2021,Dec,12/12/2021,121,FMP Survey,,Yes,Male,Immature,Normal,26.556680,-80.036220,12:48,26.1,7.96,78.3,25.72,,,Sand,8.5,2.6,Field Estimation,34,2,Feeding ,Bottom,No,None,Flood,No,BBI,1.4,BBI,1.4,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,Found Manta 121 feeding out east with Manta 78 at 12:48. Feeding on bottom. JP identified based on dorsum. Found again at ~13:15 and left at 13:22. JP managed to dive down and get partial ID shot. Can identify based on left pelvic fin injury.  Dolphins swam by while in the water.,191c6c4f-8a7e-48cd-9798-774ee8504536,VF 10/1/22,0,0
415,2021,Dec,12/12/2021,94,FMP Survey,,Yes,Male,Immature,Normal,26.550240,-80.036690,13:03,26.4,8.05,78.4,25.78,,,Sand,9.78,3,Drone Estimation,42,2,Traveling,N/A,N/A,North,Flood,Yes,BBI,0.8,BBI,0.8,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,Yes,No,No,No,Yes,Yes,,First found Manta 94 at 13:03- flipped upside down warily for BT. Found again at 13:43 traveling north- BT got ID shot. Sat tag looks good. Insertion site not healed yet. Left at 13:45.,10ebe0dc-5c3b-40eb-86ac-4e39e7f80e96,VF 10/1/22,0,0
416,2021,Dec,12/20/2021,41,FMP Survey,Cleo,Yes,Female,Unknown,Normal,26.574260,-80.036680,8:24,10.5,3.2,77,25,,,Sand,10.53,3.2,Drone Estimation,51,1,Traveling,N/A,N/A,South,Flood,No,BBI,3.3,BBI,3.3,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,Yes,No,No,No,Yes,Yes,,"Found Manta 41 with drone at 8:24 traveling south. BT got in first and she was fairly skittish. 2nd time BT in showed him her belly but still kinda skittish. Found again at 8:39 traveling over hardbottom. More relaxed this time. BT put miniPAT on right side (21P0447, 220770). BT and RM got in to check insertion and looked good. Left at 9:15. Fishing line injuries to trailing pectoral fin have healed. BT estimated DW at 10-12 ft.",43beb6c2-e07e-408f-8b2b-f43bb6686fbe,VF 10/2/22,0,0
417,2021,Dec,12/20/2021,116,FMP Survey,Steve,Yes,Male,Immature,Normal,26.542850,-80.036660,9:33,43,13.11,77.4,25.22,,,Sand,7,2.1,Field Estimation,17,2,Traveling,N/A,N/A,East,High,Yes,BBI,0.6,BBI,0.6,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,"Found with drone at 9:33 traveling east. BT got in and got ID shot. Said manta was very small estimated DW at 6-7 ft. Manta has dark dorsum. Found Manta 59 and 78 inshore, but relocated Manta 116 offshore on bottom at 9:46 and went back and BT got more photos. Left at 9:50.",9df60e60-82cb-4f6c-a307-45f486924a9b,VF 10/2/22,0,0
418,2021,Dec,12/20/2021,59,FMP Survey,Hugo,Yes,Male,Immature,Normal,26.543190,-80.040860,9:39,8.5,2.59,77.2,25.11,,,Sand,,,Not Estimated,6,2,Unclear,N/A,N/A,Not Recorded,High,Yes,BBI,0.3,BBI,0.3,BBI,Yes,No,N/A,No,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,Found Manta 59 swimming with Manta 78 at 9:39 just south of BBI. Behavior unclear- possibly feeding. Hugo turned to follow Sasquatch. BT got ID shots easily and left at 9:45. VF 6/8/23 Manta no longer has fishing hook in upper left jaw.,a47089c7-e218-4319-9e55-12a8811c65d7,VF 10/2/22,0,0
419,2021,Dec,12/20/2021,78,FMP Survey,Sasquatch,Yes,Male,Immature,Normal,26.543190,-80.040860,9:39,8.5,2.59,77.2,25.11,,,Sand,8.96,2.7,Drone Estimation,6,2,Unclear,N/A,N/A,Not Recorded,High,Yes,BBI,0.3,BBI,0.3,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,Found Manta 59 swimming with Manta 78 at 9:39 just south of BBI. Behavior unclear- possibly feeding. Hugo turned to follow Sasquatch. BT got ID shots easily and left at 9:45.,1b33b837-a379-4aff-8e9c-ac8544e4c269,VF 10/2/22,0,0
420,2021,Dec,12/20/2021,93,FMP Survey,Nova,Yes,Female,Unknown,Normal,26.543820,-80.039450,10:00,7.7,2.35,76.4,24.67,,,Sand,9.06,2.8,Drone Estimation,87,2,Feeding ,Bottom,No,Not Recorded,High,Yes,BBI,0.3,BBI,0.3,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,Yes,No,No,No,Yes,Yes,Yes,,"Found Manta 93 at 10:00 near mouth of BBI with Nemo. Followed Nemo first then came back to Nova. 10:25 BT tried to put acoustic tag (ID60847, 1393349) on Nova right side but didn't go in. Left at 10:27. Found again while drifting through feeding matas and BT put tag on Nova's left side at 11:16. 11:27 VF was able to pull on tag- insertion was good. ",2b940c97-cc05-4af2-ac49-caad5ebb27e7,VF 10/2/22,0,0
421,2021,Dec,12/20/2021,88,FMP Survey,Nemo,Yes,Male,Immature,Normal,26.543720,-80.040780,10:00,8,2.44,76.4,24.67,,,Sand,,,Not Estimated,14,1,Traveling,N/A,N/A,East,High,Yes,BBI,0.2,BBI,0.2,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,No,,"Found Manta 88 at 10:00 near mouth of BBI with Nova. Traveling east. BT got in with acoustic tag but couldn't get close enough. Didn't get ID shot, but can tell Nemo by missing right CF and dorsal coloration. Left at 10:14.",2a8494c8-23ba-43bf-9f1c-7e346656df24,VF 10/5/22,0,0
422,2021,Dec,12/20/2021,96,FMP Survey,Scarface,Yes,Male,Immature,Normal,26.542960,-80.039170,11:03,12.1,3.69,76.6,24.78,,,Sand,,,Not Estimated,3,1,Traveling,N/A,N/A,North,High,Yes,BBI,0.4,BBI,0.4,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,Yes,No,Yes,,"Found Manta 96 at 11:03 around other feeding mantas but traveling north. BT got in and didn't think he got ID shot, but got a good enough ventral photo. JP thought it looked like Scarface dorsally from drone. Left immediately after.",a6774f94-782a-44c7-8db6-6c6ffae67512,VF 10/5/22,0,0
423,2021,Dec,12/20/2021,121,FMP Survey,,Yes,Male,Immature,Normal,26.543560,-80.039590,11:00,8.1,2.47,76.5,24.72,,,Sand,,,Not Estimated,68,Not Recorded,Feeding ,Bottom,No,None,High,Yes,BBI,0.3,BBI,0.3,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,Yes,Yes,Yes,,"Found 7 mantas feeding on tidal outflow on N side of BBI at 11:00. Ran out of drone batteries, so floated divers along east moving current through feeding mantas as they got ID shots. No notes on specific behavior, disc width or encounter where recorded. Left feeding mantas at 12:08.",c0f72d2a-bb13-4ccc-939c-376a7c259304,VF 10/5/22,0,0
424,2021,Dec,12/20/2021,94,FMP Survey,,Yes,Male,Immature,Normal,26.543560,-80.039590,11:00,8.1,2.47,76.5,24.72,,,Sand,,,Not Estimated,68,Not Recorded,Feeding ,Bottom,No,None,High,Yes,BBI,0.3,BBI,0.3,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,Yes,No,No,Yes,Yes,Yes,,"Found 7 mantas feeding on tidal outflow on N side of BBI at 11:00. Ran out of drone batteries, so floated divers along east moving current through feeding mantas as they got ID shots. No notes on specific behavior, disc width or encounter where recorded. Left feeding mantas at 12:08. Didn't notice sat tag in the water, but BT had photos of it on his camera.",fbb16ad6-24f7-4ca0-8f94-d6434bc89e82,VF 10/5/22,0,0
425,2021,Dec,12/20/2021,108,FMP Survey,Valentina,Yes,Female,Unknown,Normal,26.543560,-80.039590,11:00,8.1,2.47,76.5,24.72,,,Sand,,,Not Estimated,68,2,Feeding ,Bottom,No,None,High,Yes,BBI,0.3,BBI,0.3,BBI,Yes,Yes,Anterior Ventral,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,Yes,Yes,Yes,,"Found 7 mantas feeding on tidal outflow on N side of BBI at 11:00. Ran out of drone batteries, so floated divers along east moving current through feeding mantas as they got ID shots. No notes on specific behavior, disc width or encounter where recorded. Left feeding mantas at 12:08. VF saw that Valentina had a fishing hook attached to lower jaw with fishing weight and free hook dangling. ",9e7573ce-c2db-4479-b155-50e2fb338a9d,VF 10/5/22,0,0
426,2021,Dec,12/20/2021,42,FMP Survey,Jett,Yes,Male,Immature,Normal,26.543560,-80.039590,11:00,8.1,2.47,76.5,24.72,,,Sand,,,Not Estimated,68,Not Recorded,Feeding ,Bottom,No,None,High,Yes,BBI,0.3,BBI,0.3,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,Yes,No,Yes,,"Found 7 mantas feeding on tidal outflow on N side of BBI at 11:00. Ran out of drone batteries, so floated divers along east moving current through feeding mantas as they got ID shots. No notes on specific behavior, disc width or encounter where recorded. Left feeding mantas at 12:08.",f3bf6774-1a00-410b-964d-8fb644aabfc9,VF 10/5/22,0,0
427,2021,Dec,12/22/2021,123,FMP Survey,Jacob,Yes,Male,Immature,Normal,26.555100,-80.039280,9:15,10.5,3.2,75.6,24.22,,,Sand,7.5,2.3,Field Estimation,74,3,Traveling,N/A,N/A,North,Flood,No,BBI,1.1,BBI,1.1,BBI,No,No,N/A,N/A,N/A,Yes,Cephalic Fin/Face,Fishing line,Recent,Yes,Yes,No,No,No,No,No,Yes,Yes,,"Found Manta 123 at 9:15 with drone.  Found next to shore with drone while BT was in with mobulas. BT in at 9:24. Swell is big so BT had to swim far inshore. Manta avoidant on first try. Swam east and on 2nd try BT got ID shot. 3rd time BT went in with camera. Manta would swim upside down underneath BT periodically.  BT said he was very relaxed. Found him a 4th time just relaxing at surface out east. Left at 10:04. Orginally traveling North along shore but then switched to south. BT estimated DW at 7-8'.  Fresh injuries to left medial/anterior cephalic fin- appear to be from fishing line. Also fresh injury to leading edge of left pectoral fin- probably fishing hook. Saw again at 10:20, left at 10:29. ",3995d1cf-759a-4860-873f-f92dab34ed24,VF 10/5/22,0,0
